Cru Lounge,http://crulounge.com,,,,,,LATE VC,0,USD,,2018,1,Detroit Equities,1,TRUE,,,venture_capital
OncoSpherix,http://oncospherix.com/,Advanced Drugs for Advanced Cancer,seed stage,health,medical devices,2018,SPINOUT,0,USD,,2018,1,Emory University;Georgia Research Alliance;Small Business Innovation Research (SBIR);National Institutes of Health,7,FALSE,,,university
Fortiphyd,http://fortiphyd.com,"Equips operators of the power grid, oil and gas, and other critical infrastructure with the tools and training they need to defend their industrial networks from advanced cyberattacks and everyday efficiency issues",seed stage,security;education,data protection,2018,SPINOUT,0,USD,,2018,1,Georgia Institute of Technology;ATDC;Small Business Innovation Research (SBIR);Georgia Research Alliance;U.S. Department of Defense,2,TRUE,,,university
ArbyХs Foundation,http://arbysfoundation.org,,late growth stage,,,1986,EARLY VC,7500000,USD,30000000-45000000,2017,11,,1,TRUE,,,n/a
1path,http://1path.com,An end-to-end technology partner and invested in the companyХs goals and growth,late growth stage,enterprise software,,1997,GROWTH EQUITY VC,0,USD,,2017,10,Maranon Capital;MSouth Equity Partners,1,TRUE,,,private_equity
Touchmark National Bank,http://touchmarknb.com,Personal and business banking services primarily in georgia,early growth stage,fintech,banking,2008,EARLY VC,5500000,USD,22000000-33000000,2017,9,,1,TRUE,22000000-33000000,sep/2017,n/a
CyberDot,http://cyberdot.com,Technology enabled cyber insurance brokerage,seed stage,security;fintech,public safety,2016,ANGEL,0,USD,,2017,9,,1,TRUE,,,n/a
ThreadKM,http://threadkm.com,Knowledge management platform that allows lawyers and other professionals to securely and effortlessly build cases and work together,late growth stage,legal;enterprise software,legal information,2015,,0,USD,,2017,9,LexisNexis Legal Tech Accelerator;NetDocuments,2,TRUE,,,accelerator
Georgia Retina,http://garetina.com,Retina-only medical practice in the southeastern united states,late growth stage,health,health platform,1994,GROWTH EQUITY VC,0,USD,,2017,8,EyeSouth Partners,1,TRUE,,,corporate
relations:research,http://relationsresearch.com,,early growth stage,enterprise software,,2016,SEED,2050000,USD,8200000-12300000,2017,7,,1,TRUE,,,n/a
RelaPhi,http://relaphi.com,TheyХre workforce engineers with a ton of business acumen,seed stage,enterprise software,,2016,EARLY VC,2100000,USD,8400000-12600000,2017,7,,1,TRUE,8400000-12600000,jul/2017,n/a
Dalton Education,http://dalton-education.com,Education institute for financial planning,early growth stage,media;education,publishing,2005,GROWTH EQUITY VC,0,USD,,2017,7,Leeds Equity Partners,1,TRUE,,,private_equity
Clinigence,http://clinigence.com,Merging business value and clinical quality for healthcare providers & accountable care organizations through clinical business intelligence www.clinigence.com,early growth stage,health,health platform,2010,SEED,500000,USD,2000000-3000000,2017,6,Lighter Capital,1,TRUE,2000000-3000000,jun/2017,investment fund
BAM Worldwide,http://bamwire.com,A Fintech company specializing in payment processing ,early growth stage,fintech,payments;financial management solutions,2011,EARLY VC,10000000,USD,40000000-60000000,2017,6,Millstone Capital Partners,2,TRUE,40000000-60000000,jun/2017,venture_capital
Fairhaven Integration Services,http://fairhavenllc.com,"Provides engineering and installation services multiple platforms in support of Central Office, Wireless, and Data Center customers",early growth stage,real estate;home living,real estate services,2003,EARLY VC,0,USD,,2017,5,O2 Investment Partners,1,TRUE,,,"private_equity,venture_capital"
The Intersect Group,http://theintersectgroup.com,Staffing and recruiting company that provides staffing and consulting services,late growth stage,,,2006,GROWTH EQUITY VC,0,USD,,2017,3,MSouth Equity Partners,1,TRUE,,,private_equity
EyeSouth Partners,http://eyesouthpartners.com,Premier network of integrated eye care practices,late growth stage,health;media,social media,2017,EARLY VC,0,USD,,2017,3,Shore Capital Partners;Maranon Capital;Olympus Partners,2,TRUE,,,"private_equity,venture_capital"
Decisely,http://decisely.com,An HR and benefits platform for small businesses ,late growth stage,fintech,insurance;financial management solutions,2015,LATE VC,60000000,USD,240000000-360000000,2017,3,Two Sigma Private Investments;Sightway Capital,1,TRUE,240000000-360000000,mar/2017,venture_capital
Shiplify,http://shiplify.com,Identifies limited access and residential locations for LTL carriers,early growth stage,transportation;enterprise software,logistics & delivery;navigation & mapping,2013,SEED,1400000,USD,5600000-8400000,2017,2,,1,TRUE,5600000-8400000,feb/2017,n/a
GTA,http://gtah2.com,,,,,,,0,USD,,2017,1,,1,FALSE,,,n/a
MAEKAN,http://maekan.com,MAEKAN | Stories for the Curious.,seed stage,media,,2015,SEED,0,USD,,2017,1,Imprint Lab,1,TRUE,,,accelerator
SVTV Network,http://svtvnetwork.com,"Technology, Media, Sports and Entertainment Providers",seed stage,media,,2017,SEED,150000,USD,600000-900000,2017,1,,1,TRUE,,,n/a
ResonanceDx,https://www.resonancedx.com/,A Point-of-Care diagnostic device startup company,late growth stage,health,medical devices,2017,SPINOUT,0,USD,,2017,1,Emory University;Georgia Research Alliance,2,TRUE,,,university
Bioscape Digital,http://bioscapedigital.com,"Provides a tablet based platform that allows hospitals to improve patient engagement, gather feedback, and increase revenue at the point of care",early growth stage,health,health platform,2011,SEED,529500,USD,2118000-3177000,2017,1,Lighter Capital;AIM Group;Collective Capital Ventures,2,TRUE,,,n/a
FlowFound,http://flowfound.com,"FlowFound specializes in automotive virtual reality, augmented reality and proactive data monitoring and modeling",seed stage,transportation;marketing,navigation & mapping,2015,SEED,400000,USD,1600000-2400000,2017,1,,1,TRUE,1600000-2400000,jan/2017,n/a
Valeris Medical,http://valerismedical.com,,early growth stage,health,,2013,SEED,450000,USD,1800000-2700000,2017,1,Maruho Medical,3,TRUE,1800000-2700000,jan/2017,n/a
CloudFish,http://cloud-fish.com,CloudFish is creating the next generation of security infrastructure products for the cloud,seed stage,security,,2015,SEED,0,USD,,2016,11,ATDC,1,TRUE,,,accelerator
Iterative,http://it-erative.com,Simple artificial intelligence actions for brick and mortar retailers,seed stage,enterprise software,,2013,EARLY VC,1400000,USD,5600000-8400000,2016,10,,1,TRUE,5600000-8400000,oct/2016,n/a
Beardo,http://beardo.co,Marketing group that also supplies web design services,seed stage,marketing,,2013,SEED,0,USD,,2016,9,,1,TRUE,,,n/a
Nolan Transportation Group,http://ntgfreight.com,"Full-service, third-party logistics company",late growth stage,event tech;transportation,logistics & delivery,2005,GROWTH EQUITY VC,0,USD,,2016,9,Ridgemont Equity Partners,1,TRUE,,,"private_equity,venture_capital"
Goza Tequila,http://gozatequila.com,,seed stage,food,,2013,ANGEL,110000,USD,440000-660000,2016,8,,1,TRUE,,,n/a
GamersFirst,http://gamersfirst.com,Global free2play publisher of multiplayer online games,seed stage,gaming,console & pc gaming,2001,SEED,310000,USD,1240000-1860000,2016,7,Headline Asia,1,TRUE,1240000-1860000,jul/2016,n/a
Mashamba,http://mashamba.co,"Technology social enterprise that amalgamates growers, their customers, and property owners into a seamless digital food system",seed stage,real estate,real estate software;real estate services,2014,ANGEL,10000,USD,40000-60000,2016,6,,1,TRUE,40000-60000,jun/2016,n/a
"Konexus, Inc.",http://konexus.co,Connects people locally to each other and their communities using principles of gamification and experiential marketing,late growth stage,marketing,,2016,EARLY VC,0,USD,,2016,5,,1,TRUE,,,n/a
Specimatch,http://specimatch.com,Specimatch has designed and operates an innovative tumor tissue and data harvesting network to improve cancer survival rates,seed stage,health,biotechnology,2016,SEED,920000,USD,3680000-5520000,2016,5,,1,TRUE,3680000-5520000,may/2016,n/a
Phone Rush,http://thephonerush.com,Discounted refurbished smartphones,seed stage,,,2007,SEED,50000,USD,200000-300000,2016,5,,1,TRUE,200000-300000,may/2016,n/a
Bridge2 Solutions,http://bridge2solutions.com,Unlock alternative currencies with innovative loyalty solutions,late growth stage,fintech;marketing,,2006,LATE VC,35000000,USD,140000000-210000000,2016,5,Silicon Valley Bank;Horizon Technology Finance;Bakkt;Updata Partners;Standard Treasury;Horizon Technology Finance Corporation,4,TRUE,140000000-210000000,may/2016,"private_equity,venture_capital"
Kovered,http://kovered.co,Creative sourcing and workflow management platform for branded entertainment,seed stage,media;marketing,content production,2012,SEED,0,USD,,2016,4,,1,TRUE,,,n/a
Hannah Solar,http://hannahsolar.com,,early growth stage,,,2008,,0,USD,,2016,1,,1,FALSE,,,n/a
The Path Project,https://www.pathunited.org/,Empowering at-risk mobile home park kids through education and positive relationships for high school graduation and a brighter future,,,,2012,SEED,0,USD,,2016,1,Praxis,1,TRUE,,,corporate
TaskLab,http://thetasklab.com,"Designs, manufactures and markets smartphone accessories that add utility to a smartphone case",seed stage,fashion;telecom,accessories,2012,ANGEL,0,USD,,2016,1,,1,TRUE,,,n/a
Behavioral Science Technologies,https://realconsent.com/,,late growth stage,,,2016,SPINOUT,0,USD,,2016,1,Emory University,1,FALSE,,,university
NanoCliq,http://nanocliq.net,Cutting-edge life sciences startup located in Atlanta's Advanced Technology Development Center,seed stage,health,,2016,SPINOUT,0,USD,,2016,1,Georgia Institute of Technology,1,FALSE,,,university
Pronto Technologies,http://prontoapp.com,End-to-end IT service provider with deep technology and domain expertise,seed stage,enterprise software,,2015,SEED,1000000,USD,4000000-6000000,2016,1,,2,TRUE,4000000-6000000,jan/2016,n/a
HealPros,http://healpros.com,Provides solutions to address the unmet needs of diabetes management programs and diagnostic services,late growth stage,health,health platform,2011,SERIES A,0,USD,,2015,12,Sopris Capital,1,TRUE,,,venture_capital
Unitiv,http://unitiv.com,Uniting Business with Technology | Unitiv,early growth stage,,,1995,EARLY VC,5000000,USD,20000000-30000000,2015,12,Ludvik Holdings,1,TRUE,20000000-30000000,dec/2015,venture_capital
N3,http://n3results.com,"A global outsourced Inside Sales and Customer Success firm with expertise in across a variety of industries including technology, industrial, telecom and life sciences sales",late growth stage,marketing,crm & sales,2004,LATE VC,35000000,USD,140000000-210000000,2015,11,Accenture;RedBird Capital Partners,2,TRUE,140000000-210000000,nov/2015,"private_equity,venture_capital"
Turnberry Innovations,http://exploreturnberry.com,Brings innovative solutions to market to make Life Easier,seed stage,,,2015,EARLY VC,1500000,USD,6000000-9000000,2015,10,,1,TRUE,,,n/a
DecisionIQ,http://decisioniq.com,Prescriptive maintenance platform using multiple proprietary IIoT analytics technologies,seed stage,security;enterprise software,cloud & infrastructure,2015,SPINOUT,0,USD,,2015,10,Georgia Institute of Technology;Flashpoint,1,TRUE,,,university
Konnarock Healthcare,http://konnarockhealthcare.com,Empowering NursesЙ Anywhere Better Outcomes for Everyone,seed stage,health,health platform,2013,SEED,0,USD,,2015,10,,1,TRUE,,,n/a
1UPd,http://get1upd.com,,,,,,SEED,30000,USD,120000-180000,2015,9,,1,TRUE,,,n/a
Trustfuel,http://trustfuel.com,"Platform that helps teams collaborate smarter, create advocates, and reduce churn",seed stage,media;marketing,crm & sales,2015,SEED,400000,USD,1600000-2400000,2015,8,,1,TRUE,1600000-2400000,aug/2015,n/a
MateDetector.com,http://matedetector.com,The world's first subscription-based social media company that utilizes proprietary wearable technology,late growth stage,media,social media,2014,SEED,0,USD,,2015,7,,1,TRUE,,,n/a
BuffBoxx,http://buffboxx.com,Charitable fitness subscription box company curating monthly boxes with reebok apparel and premium fitness products,seed stage,marketing,,2015,SEED,50000,USD,200000-300000,2015,6,,1,TRUE,200000-300000,jun/2015,n/a
Simeio,http://simeio.com,,late growth stage,enterprise software,,2008,GROWTH EQUITY VC,0,USD,,2015,4,"Welsh, Carson, Anderson & Stowe",1,TRUE,,,private_equity
THRIVE Farmers,http://thrivefarmers.com,THRIVEХs Тfarm-to-table approach is at heart of the marketplace today,early growth stage,health,,2011,SERIES B,0,USD,,2015,4,SovereignХs Capital,1,TRUE,,,venture_capital
Marina Limousine,http://marinalimo.com,"Marina Limousine & Car Services of Atlanta and Marietta, Georgia",early growth stage,transportation,"search, buy & rent",2009,SEED,0,USD,,2015,4,,1,TRUE,,,n/a
Simeio Solutions,http://simeiosolutions.com,Identity Access Management | Simeio Solutions,late growth stage,security;fintech,identity & access,2007,GROWTH EQUITY VC,0,,,2015,4,ZM Capital,1,TRUE,,,n/a
Coin Wallet,http://coin.space,Coin Wallet is a non-custodial multicurrency wallet for multiple platforms,seed stage,fintech,,2013,SEED,0,USD,,2015,3,,1,TRUE,,,n/a
Kehoots,http://kehoots.com,"Outside of referral marketing attracting customers from a target market segment is difficult, inefficient and costly for SMBs",seed stage,marketing,crm & sales,2014,SEED,34500,USD,138000-207000,2015,2,,1,TRUE,138000-207000,feb/2015,n/a
MyCareText,http://mycaretext.com,Cloud-based messaging platform that connects patients and their family members with their healthcare providers,seed stage,health,health platform,2012,SEED,0,USD,,2015,2,Healthbox,1,TRUE,,,accelerator
Avion Energy,http://avionenergy.info,The deregulation of electricity and natural gas supply creates an opportunity for consumers to save money on energy bills,early growth stage,energy,energy providers,2010,SEED,0,USD,,2015,2,,1,TRUE,,,n/a
Microbial Medical,https://microbialmedicalinc.com,Introducing a family of novel imaging agents that target bacteria utilizing a sugar as a carrier mechanism,seed stage,health,biotechnology,2014,SPINOUT,0,USD,,2015,1,Emory University,1,FALSE,,,university
The Greenlink Group,https://www.thegreenlinkgroup.com/,An energy research and consulting firm,late growth stage,,,2015,SPINOUT,0,USD,,2015,1,Georgia Institute of Technology,1,FALSE,,,university
Helium Services,http://heliumservices.com,Guide for the software development journey,early growth stage,,,2015,SEED,0,USD,,2015,1,,1,TRUE,,,n/a
IntelliPhi,http://intelliphi.com,Advances human & digital go-to-market decision,seed stage,fintech,financial management solutions,2014,SEED,500000,USD,2000000-3000000,2014,12,,1,TRUE,,,n/a
LogicBlox,http://logicblox.com,"LogicBlox, Inc owns and operates technology platform",seed stage,enterprise software,,2002,GROWTH EQUITY VC,0,USD,,2014,12,Marlin Equity Partners;Kinetic Ventures,1,TRUE,,,"private_equity,venture_capital"
Hudson Laboratories,http://hudsonlaboratories.com,Transforming how businesses and entire industries operate,seed stage,,,2014,SEED,1100000,USD,4400000-6600000,2014,11,,1,TRUE,4400000-6600000,nov/2014,n/a
"CarLingo, LLC",http://carlingo.com,Support new car shoppers to make them more confident that they are getting the best deal on a new car that meets their needs,seed stage,transportation,vehicle production,2014,SEED,0,USD,,2014,11,,1,TRUE,,,n/a
ALDER SOMERSET II,http://aldersomerset2.com,"Georgia limited liability company, formed on july 26, 2013",late growth stage,fintech;real estate,,2013,SEED,0,USD,,2014,11,,1,TRUE,,,n/a
LEAH Software,http://bleepingcollection.com,"A cloud-based, easy to set up, easy to use debt collection software located in Atlanta, Georgia, USA",seed stage,enterprise software,,2013,SEED,0,USD,,2014,10,,1,TRUE,,,n/a
Beautykindgives,http://beautykindgives.com,,late growth stage,,,2013,EARLY VC,2700000,USD,10800000-16200000,2014,9,,1,TRUE,,,n/a
Stephanie's Home Decor Boutique,http://shdboutique.com,They have thousands of wonderful home dЋcor and furnishings to fit your needs,seed stage,,,2011,SEED,0,USD,,2014,9,,1,TRUE,,,n/a
BiTech Medical,http://bitechmedical.com,"We are a team of like-minded and determined individuals, all sharing a vision for success",,semiconductors,,,SEED,0,USD,,2014,8,,1,TRUE,,,n/a
LeBUZZ,http://lebuzzmarietta.com,LeBUZZ are one of Georgia's Largest Gay Nightclubs,seed stage,music;media,publishing,2007,SEED,0,USD,,2014,8,,1,TRUE,,,n/a
Davis Medical Holdings,http://davismedicalholdings.com,A sole-source minority black-owned business provider and private-label manufacturing and distributor,seed stage,health,,2014,SEED,0,USD,,2014,7,,1,TRUE,,,n/a
Emelody,http://emelodyworldwide.com,"Atlanta Product Development, CAD Design & Rapid Prototyping",seed stage,robotics;semiconductors,,2014,SEED,0,USD,,2014,7,,1,TRUE,,,n/a
Ansible SCS,http://ansiblescs.com,Turnkey solution for communications infrastructure for small sats,seed stage,telecom,,2014,SEED,0,USD,,2014,7,Dylan Taylor,1,TRUE,,,angel
Indigoz,http://indigozpurplebottoms.net,A stylish shoe line that provides comfort to every shoe from flats to high heels every shoe has a purple bottom,late growth stage,fashion,footwear,2014,SEED,10000,USD,40000-60000,2014,6,,1,TRUE,40000-60000,jun/2014,n/a
T-Quad 22,http://tquad.com,,seed stage,media;energy,content production,2004,SEED,0,USD,,2014,6,,1,TRUE,,,n/a
Iris's Coffee and Tea Room,http://iriscoffeeandtea.com,IrisХs Coffee and Tea Room will be a community based coffee shop that seeks to bring people together by providing a great atmosphere,seed stage,music;food,in-store retail & restaurant tech;agritech,2014,SEED,0,USD,,2014,6,,1,TRUE,,,n/a
Reveal Estate,http://revealestate.com,An online real estate platform that replaces the traditional real estate agent to save homebuyers money,seed stage,real estate,real estate software,2014,ANGEL,0,USD,,2014,5,,1,TRUE,,,n/a
GoExcursion,http://goexcursion.net,The team of funders has been working successfully on many projects for more than 7 years. We have a 15-year experience in the field of ...,seed stage,travel,,2014,SEED,5000000,USD,20000000-30000000,2014,5,,1,TRUE,20000000-30000000,may/2014,n/a
CentralBOS,http://cbos.com,,seed stage,,,2014,SEED,2000000,USD,8000000-12000000,2014,4,Meyer Capital,1,TRUE,,,investment fund
Prep,https://prepkitchens.com,The countryХs largest provider of dedicated commercial kitchens and shared co-working kitchen spaces,early growth stage,food,kitchen & cooking tech,2011,SEED,500000,USD,2000000-3000000,2014,4,,1,TRUE,,,n/a
Panorama Press,http://panoramapress.net,"A full-service marketing, sales, consulting, and communications company focused on the specific needs of our clients",early growth stage,media;marketing,adtech;content production,2014,SEED,400000,USD,1600000-2400000,2014,4,,1,TRUE,1600000-2400000,apr/2014,n/a
Rekure,http://rekure.com,"Mobile platform that allows sneaker enthusiast to identify, organize, and purchase the latest sneakers",seed stage,fashion,footwear,2014,,0,USD,,2014,4,,1,FALSE,,,n/a
Lanier Parking Solutions,http://lanierparking.com,,late growth stage,transportation,,,,0,USD,,2014,3,Antarctica Capital,1,FALSE,,,"private_equity,venture_capital"
GENECURE,http://genecure.com,Genecure Biotechnologies - provider of gene based drug delivery technologies and services,seed stage,health,biotechnology,1998,EARLY VC,2000000,USD,8000000-12000000,2014,2,,1,TRUE,8000000-12000000,feb/2014,n/a
Farrago Comics,http://farragocomics.com,First free-to-read app for comic books that allows readers to read for free,seed stage,media,publishing,2014,SEED,200000,USD,800000-1200000,2014,2,,1,TRUE,800000-1200000,feb/2014,n/a
PeachDish,http://peachdish.com,Exists to nourish people's lives through good food experiences,early growth stage,food,innovative food;food logistics & delivery,2013,ANGEL,0,USD,,2014,1,,1,TRUE,,,n/a
Mirsani,http://mirsani.com,"Google Maps and waze, which helps to get somewhere easier",seed stage,transportation,navigation & mapping,2014,SEED,80000,USD,320000-480000,2014,1,,1,TRUE,,,n/a
Gifted Foundation,http://iamgifted.org,Gifted Education Foundation exists to produce first-generation college graduates and marketplace leaders from low-income communities,late growth stage,education,,2012,SEED,0,USD,,2014,1,Praxis,1,TRUE,,,corporate
Micron Biomedical,http://micronbiomedical.com,Biopharmaceutical company on a rapid path to bring to market drugs and vaccines,early growth stage,health,pharmaceutical;biotechnology,2014,SPINOUT,0,USD,,2014,1,Georgia Institute of Technology;LTS Lohmann Therapie-Systeme AG;Global Health Investment Corporation;GRA Venture Fund;Small Business Innovation Research (SBIR);J2 Ventures;Georgia Research Alliance;Bill & Melinda Gates Foundation;U.S. Department of Health & Human Services;GRA Venture Fund,7,TRUE,12000000-18000000,may/2023,university
Eco-Source Technologies,http://ecosourcetechnologies.com,An energy service company (ESCO) delivering turnkey energy efficiency and renewable energy solutions to the global marketplace,seed stage,energy,clean energy;energy efficiency,2009,CONVERTIBLE,50000,USD,,2014,1,,1,TRUE,,,n/a
JXJ Technologies,http://jxjtech.com,High-tech enterprise which targets at researching and developing electronic medical care products,late growth stage,health,medical devices,2002,,0,USD,,2014,1,,1,FALSE,,,n/a
Geophia LLC,http://geophiallc.com,"Manufacturer focused on developing more effective, sustainable products by utilizing natural raw materials, and cutting edge technology, and processes",seed stage,food,agritech,2010,ANGEL,0,USD,,2013,12,,1,TRUE,,,n/a
Cozmik Body Vitamins & Supplements,http://cozmikbody.com,"Vitamins, supplements, and apparel",seed stage,food,,2013,SEED,7000,USD,28000-42000,2013,12,,1,TRUE,,,n/a
WOWash,http://wowash.com,"HugeDomains.com - Shop for over 300,000 Premium Domains",late growth stage,music;dating,,2012,SEED,0,USD,,2013,11,,1,TRUE,,,n/a
Promio,http://promio.com,They take the guesswork out of marketing,seed stage,marketing,crm & sales,2011,SEED,0,USD,,2013,11,Surefire Local;Fulcrum Equity Partners,3,TRUE,,,private_equity
QiKfunder,http://qikfunder.com,The crowdfunding company that provides the most fluid experience in the industry,seed stage,fintech,financial management solutions;wealth management,2012,SERIES A,6000000,USD,24000000-36000000,2013,11,Guggenheim Partners;Sterling National Bank,2,TRUE,24000000-36000000,nov/2013,venture_capital
Vunify,http://vunify.com,,late growth stage,,,2013,ANGEL,0,USD,,2013,10,Atlanta Technology Angels,1,TRUE,,,angel_fund
SaleHoot,http://salehoot.com,Sales feed to follow favourite stores and receive the latest sales without the hassle of promotional emails,seed stage,media,,2013,SEED,25000,USD,100000-150000,2013,10,,1,TRUE,,,n/a
CIS Biotech,http://cisbiotech.com,Focused on bringing to the marketplace In-vitro diagnostic tools to improve laboratory assessment of Stroke or Brain Attack,seed stage,health,medical devices;biotechnology,2000,ANGEL,4000000,USD,16000000-24000000,2013,10,,1,TRUE,16000000-24000000,oct/2013,n/a
Synthium Health,http://synthiumhealth.com,"Transforming healthcare supply chain, one member at a time",seed stage,health,health platform,2013,SEED,500000,USD,2000000-3000000,2013,10,,1,TRUE,2000000-3000000,oct/2013,n/a
Piratelabs,http://piratelabs.co,Website Development Atlanta - Marketing Agency | Pirate Labs,early growth stage,marketing,,2011,ANGEL,0,USD,,2013,9,,1,TRUE,,,n/a
Jigsaw Enterprises,http://jigsawky.com,"Jigsaw Enterprises, LLC provides innovative, sustainable, and community-oriented solutions to a wide range of engineering challenges of all sizes, complexities, and durations",late growth stage,real estate,,2013,SEED,0,USD,,2013,9,,1,TRUE,,,n/a
GiFTgive,http://gift-give.com,An online fundraising platform for non-profit organizations and charities,seed stage,fintech,financial management solutions;wealth management,2012,ANGEL,0,USD,,2013,8,,1,TRUE,,,n/a
EMRGE,,Focusing on medical device development,late growth stage,health,medical devices,2013,SPINOUT,0,USD,,2013,7,Emory University,1,FALSE,,,university
My Own Crown,http://myowncrown.com,Delivers quality solutions in headgear industry,seed stage,fashion,,2010,SEED,800000,USD,3200000-4800000,2013,7,,1,TRUE,3200000-4800000,jul/2013,n/a
Retrofit America,http://retrofitamerica.com,,seed stage,,,2009,SEED,0,USD,,2013,6,,1,TRUE,,,n/a
Edible Arrangements,http://ediblearrangements.com,"A US-based franchising business that specializes in fresh fruit arrangements,",late growth stage,food,food logistics & delivery,1999,SEED,0,USD,,2013,5,Ceed;L Catterton,1,TRUE,,,accelerator
ARMCO Partners,http://armcopartners.com,"Provides high quality forensic billing, clinical abstracting, NCCI edit resolution/denial management, and ICD-10 medical coding services",late growth stage,health,medical devices,2013,SEED,500000,USD,2000000-3000000,2013,5,,1,TRUE,,,n/a
Uruut,http://uruut.com,Crowdfunding platform that helps non-profit and civic organizations get funded,seed stage,fintech,wealth management,2013,SEED,200000,USD,800000-1200000,2013,5,NonProfitEasy,2,TRUE,800000-1200000,may/2013,n/a
LiteIdeas,http://liteideas.com,,early growth stage,,,2012,SEED,500000,USD,2000000-3000000,2013,4,,1,TRUE,,,n/a
Thumb Friendly,http://thumb-friendly.com,,late growth stage,,,2011,,0,USD,,2013,3,,1,FALSE,,,n/a
Meals With A Mission,http://mealswithamission.org,"To get together, and what you do as a result is bring joy, relief, and honor to a hurting person or worthy cause",seed stage,sports,,2012,SEED,0,USD,,2013,1,Praxis,1,TRUE,,,corporate
Soccermetrics Research,http://soccermetrics.net,A company that provides the technology that allows the soccer industry to make data-driven decisions that add value to their business and team operations,seed stage,sports,sport media;sport league & club,2010,ANGEL,0,USD,,2013,1,Flashpoint,1,TRUE,,,n/a
KontrolFreek,http://kontrolfreek.com,"KontrolFreek - Controller Accessories for PS4, Xbox One, & Switch",early growth stage,,,2009,EARLY VC,0,USD,,2013,1,SteelSeries;BLH Venture Partners,2,TRUE,,,venture_capital
Inmondo Tech,http://www.inmondotech.com,Developer of metal-organic framework materials,late growth stage,robotics,,2013,SPINOUT,0,USD,,2013,1,Georgia Institute of Technology;U.S. Department of Defense,2,FALSE,,,university
Ascension Technology Group,http://ascgp.com,"A next-generation provider of enterprise grade cloud advisory, cloud hosting, and SAP consulting services",seed stage,,,2012,SEED,0,USD,,2013,1,,1,TRUE,,,n/a
Precision Aviation Group,http://precisionaviationgroup.com,,late growth stage,energy,,1993,GROWTH EQUITY VC,0,USD,,2012,12,Shoreline Equity Partners;Five Points Capital,1,TRUE,,,"private_equity,venture_capital"
Altair Prep,http://altairprep.com,A revolutionary SAT prep service created by students at top colleges to foster the growth of their high school counterparts,seed stage,education,,2011,SEED,0,USD,,2012,12,,1,TRUE,,,n/a
Africasana,http://africasana.com,Straight forward business concept focused on offering great deals on vacation/safari packages to Africa,early growth stage,,,2005,SEED,0,USD,,2012,12,,1,TRUE,,,n/a
Stroho,http://stroho.com,"HugeDomains.com - Shop for over 300,000 Premium Domains",late growth stage,music;dating,,2012,SEED,85000,USD,340000-510000,2012,11,,1,TRUE,340000-510000,nov/2012,n/a
Plisten,http://plisten.com,Aggregates content from the brands you love,seed stage,fashion;media,publishing,2012,SEED,0,USD,,2012,11,,1,TRUE,,,accelerator
Contracts and Grants,http://contractsandgrantsllc.com,,seed stage,legal,legal documents management,1995,SEED,0,USD,,2012,11,,1,TRUE,,,n/a
We&Co_,http://weand.co,"We&Co is a set of easy to use tools for the #restaurant industry. From #hiring to #socialmedia engagement, we got you covered.",seed stage,,,2010,ANGEL,0,USD,,2012,9,Flashpoint,1,TRUE,,,n/a
Digistrive,http://digistrive.com,"Partners closely with large national associations and service organizations that enjoy loyal and affluent members, to provide a Partner-branded, turnkey, digital marketing, and e-commerce solution",seed stage,marketing,ecommerce solutions,2011,EARLY VC,4900000,USD,19600000-29400000,2012,9,,1,TRUE,19600000-29400000,sep/2012,n/a
Interactive Communications International,http://incomm.com,A leading payments technology company that transforms the global commerce experience,late growth stage,fintech,payments,1992,GROWTH EQUITY VC,0,USD,,2012,8,Warburg Pincus;Noro-Moseley Partners,1,TRUE,,,"private_equity,venture_capital"
VisiKard,http://visikard.com,"A mobile, social media platform enabling its users to connect with friends, celebrities, events, and more",early growth stage,media;marketing,social media,2011,SEED,270000,USD,1080000-1620000,2012,8,,1,TRUE,1080000-1620000,aug/2012,n/a
Chainalytics,http://chainalytics.com,"Accelerates fact-based transformation for supply chain leaders around the globe, including 18 of GartnerХs Top 25 supply chains",late growth stage,transportation,logistics & delivery,2001,EARLY VC,10000000,USD,40000000-60000000,2012,6,Global Environment Fund Management;Nippon Telegraph and Telephone Data,2,TRUE,40000000-60000000,jun/2012,venture_capital
"Contact At Once!, A LivePerson Company",http://contactatonce.com,Live Chat Software & Dealership Text Solutions | Contact at Once!,early growth stage,transportation;enterprise software,,2005,EARLY VC,3000000,USD,12000000-18000000,2012,5,LivePerson;Fulcrum Equity Partners,2,TRUE,65000000,nov/2014,private_equity
Apparity,http://apparity.com,Apparity Enterprise Content Management for Spreadsheets,seed stage,legal;enterprise software,,2009,SEED,430000,USD,1720000-2580000,2012,4,Atlanta Technology Angels,1,TRUE,1720000-2580000,apr/2012,n/a
Tubing Operations for Humanitarian Logistics (TOHL),http://tohl.org,Engineering services for the water industry,early growth stage,transportation,logistics & delivery,2012,SEED,40000,USD,160000-240000,2012,4,Start-Up Chile,1,TRUE,160000-240000,apr/2012,accelerator
Revotext,http://revotext.com,,seed stage,energy,,,ANGEL,50000,USD,200000-300000,2012,3,,1,TRUE,,,n/a
Social Yuppies,http://socialyuppies.com,Provides deals and incentives to customers looking for nightlife and entertainment options in their localities,seed stage,media;event tech,,,SEED,15500,USD,62000-93000,2012,3,,1,TRUE,,,n/a
BleuAcre Systems,http://bleuacre.com,,seed stage,,,,SEED,0,USD,,2012,1,Halmos Ventures,1,TRUE,,,venture_capital
